super_opeid,name,cohort,type,tier,iclevel,state,count,access,success,mobility
6911,Montgomery College,1982,Public,Two-year (public and private not-for-profit),Two-year,MD,2852,12.40882,20.421068,2.5340135
6911,Montgomery College,1983,Public,Two-year (public and private not-for-profit),Two-year,MD,2695,12.68062,22.70845,2.8795724
6911,Montgomery College,1984,Public,Two-year (public and private not-for-profit),Two-year,MD,3101,11.568145,17.81135,2.0604429
6911,Montgomery College,1985,Public,Two-year (public and private not-for-profit),Two-year,MD,3356,11.129026,17.171354,1.9110047
6911,Montgomery College,1986,Public,Two-year (public and private not-for-profit),Two-year,MD,3364,11.369672,17.357319,1.9734701
6911,Montgomery College,1987,Public,Two-year (public and private not-for-profit),Two-year,MD,3504,12.810148,17.573864,2.2512381
6911,Montgomery College,1988,Public,Two-year (public and private not-for-profit),Two-year,MD,3710,11.610244,15.801096,1.8345459
6911,Montgomery College,1989,Public,Two-year (public and private not-for-profit),Two-year,MD,3948,11.247548,14.875457,1.6731242
6911,Montgomery College,1990,Public,Two-year (public and private not-for-profit),Two-year,MD,4075,12.280421,14.666507,1.801109
6911,Montgomery College,1991,Public,Two-year (public and private not-for-profit),Two-year,MD,4022,11.192593,21.501551,2.4065812
8087,Montgomery Community College,1980,Public,Two-year (public and private not-for-profit),Two-year,NC,121,17.135201,4.4972053,.77060515
8087,Montgomery Community College,1981,Public,Two-year (public and private not-for-profit),Two-year,NC,107,29.715389,2.7893145,.82885569
8087,Montgomery Community College,1982,Public,Two-year (public and private not-for-profit),Two-year,NC,86,31.605509,3.6633134,1.1578089
8087,Montgomery Community College,1983,Public,Two-year (public and private not-for-profit),Two-year,NC,83,23.852566,4.9282951,1.1755247
8087,Montgomery Community College,1984,Public,Two-year (public and private not-for-profit),Two-year,NC,109,23.159615,7.7337155,1.7910987
8087,Montgomery Community College,1985,Public,Two-year (public and private not-for-profit),Two-year,NC,117,21.791618,.29969466,.065308318
8087,Montgomery Community College,1986,Public,Two-year (public and private not-for-profit),Two-year,NC,100,25.565323,.31337395,.080115065
8087,Montgomery Community College,1987,Public,Two-year (public and private not-for-profit),Two-year,NC,105,22.137724,3.8793001,.85878873
8087,Montgomery Community College,1988,Public,Two-year (public and private not-for-profit),Two-year,NC,98,26.292137,3.9523926,1.0391685
8087,Montgomery Community College,1989,Public,Two-year (public and private not-for-profit),Two-year,NC,86,24.768181,4.9725442,1.2316089
8087,Montgomery Community College,1990,Public,Two-year (public and private not-for-profit),Two-year,NC,121,24.516863,10.45295,2.5627356
8087,Montgomery Community College,1991,Public,Two-year (public and private not-for-profit),Two-year,NC,106,22.756084,20.127804,4.5803003
4452,Montgomery County Community College,1980,Public,Two-year (public and private not-for-profit),Two-year,PA,1538,6.8372922,16.764059,1.1462077
4452,Montgomery County Community College,1981,Public,Two-year (public and private not-for-profit),Two-year,PA,1610,5.9677014,12.980841,.77465785
4452,Montgomery County Community College,1982,Public,Two-year (public and private not-for-profit),Two-year,PA,1676,6.8958564,16.346375,1.1272227
4452,Montgomery County Community College,1983,Public,Two-year (public and private not-for-profit),Two-year,PA,1738,8.0980396,14.427593,1.1683522
4452,Montgomery County Community College,1984,Public,Two-year (public and private not-for-profit),Two-year,PA,1914,6.983799,13.209801,.92254591
4452,Montgomery County Community College,1985,Public,Two-year (public and private not-for-profit),Two-year,PA,1968,7.3056755,20.078184,1.4668471
4452,Montgomery County Community College,1986,Public,Two-year (public and private not-for-profit),Two-year,PA,2159,8.3049736,10.460256,.86872143
4452,Montgomery County Community College,1987,Public,Two-year (public and private not-for-profit),Two-year,PA,2104,7.199995,13.723667,.98810333
4452,Montgomery County Community College,1988,Public,Two-year (public and private not-for-profit),Two-year,PA,2180,8.0456095,12.739664,1.0249836
4452,Montgomery County Community College,1989,Public,Two-year (public and private not-for-profit),Two-year,PA,2397,8.2097836,11.043304,.90663135
4452,Montgomery County Community College,1990,Public,Two-year (public and private not-for-profit),Two-year,PA,2484,8.9332809,9.9565992,.88945097
4452,Montgomery County Community College,1991,Public,Two-year (public and private not-for-profit),Two-year,PA,2363,9.1212749,17.528299,1.5988042
1727,Moody Bible Institute,1980,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,IL,377,9.3834448,20.093288,1.8854425
1727,Moody Bible Institute,1981,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,IL,339,7.6678352,19.149765,1.4683725
1727,Moody Bible Institute,1982,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,IL,351,6.0342197,23.642427,1.4266361
1727,Moody Bible Institute,1983,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,IL,340,4.645175,13.015959,.60461402
1727,Moody Bible Institute,1984,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,IL,345,4.235569,26.597187,1.1265422
1727,Moody Bible Institute,1985,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,IL,366,7.4196749,20.992357,1.5575647
1727,Moody Bible Institute,1986,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,IL,385,6.025063,13.6354,.82154143
1727,Moody Bible Institute,1987,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,IL,327,5.3822269,22.785172,1.2263496
1727,Moody Bible Institute,1988,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,IL,379,5.2307734,.13470098,.0070459028
1727,Moody Bible Institute,1989,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,IL,424,4.2736402,24.364077,1.0412329
1727,Moody Bible Institute,1990,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,IL,523,4.3360343,8.555707,.37097842
1727,Moody Bible Institute,1991,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,IL,489,3.7232704,5.346447,.19906268
12272,Moore Norman Technology Center School District No. 17,1980,Public,Two-year (public and private not-for-profit),Two-year,OK,234,17.751892,15.607826,2.7706845
12272,Moore Norman Technology Center School District No. 17,1981,Public,Two-year (public and private not-for-profit),Two-year,OK,201,18.918356,8.2719336,1.5649137
12272,Moore Norman Technology Center School District No. 17,1982,Public,Two-year (public and private not-for-profit),Two-year,OK,188,14.065207,9.038475,1.2712802
12272,Moore Norman Technology Center School District No. 17,1983,Public,Two-year (public and private not-for-profit),Two-year,OK,154,17.380903,16.197607,2.8152905
12272,Moore Norman Technology Center School District No. 17,1984,Public,Two-year (public and private not-for-profit),Two-year,OK,146,17.046892,6.7312584,1.1474704
12272,Moore Norman Technology Center School District No. 17,1985,Public,Two-year (public and private not-for-profit),Two-year,OK,120,26.049725,5.2249222,1.3610778
12272,Moore Norman Technology Center School District No. 17,1986,Public,Two-year (public and private not-for-profit),Two-year,OK,157,20.093988,0,0
12272,Moore Norman Technology Center School District No. 17,1987,Public,Two-year (public and private not-for-profit),Two-year,OK,149,15.419133,9.1440458,1.4099326
12272,Moore Norman Technology Center School District No. 17,1988,Public,Two-year (public and private not-for-profit),Two-year,OK,113,16.508789,.073685281,.012164548
12272,Moore Norman Technology Center School District No. 17,1989,Public,Two-year (public and private not-for-profit),Two-year,OK,107,10.693232,8.5374441,.91292858
12272,Moore Norman Technology Center School District No. 17,1990,Public,Two-year (public and private not-for-profit),Two-year,OK,106,8.3390169,25.730682,2.1456859
12272,Moore Norman Technology Center School District No. 17,1991,Public,Two-year (public and private not-for-profit),Two-year,OK,98,13.080105,15.175581,1.984982
9256,Moraine Park Technical College,1980,Public,Two-year (public and private not-for-profit),Two-year,WI,841,5.6810517,12.090984,.68689513
9256,Moraine Park Technical College,1981,Public,Two-year (public and private not-for-profit),Two-year,WI,888,7.1261568,4.8010316,.34212905
9256,Moraine Park Technical College,1982,Public,Two-year (public and private not-for-profit),Two-year,WI,934,5.875319,8.975172,.52731997
9256,Moraine Park Technical College,1983,Public,Two-year (public and private not-for-profit),Two-year,WI,951,5.8138866,21.702175,1.2617399
9256,Moraine Park Technical College,1984,Public,Two-year (public and private not-for-profit),Two-year,WI,958,7.8646779,7.0090494,.55123919
9256,Moraine Park Technical College,1985,Public,Two-year (public and private not-for-profit),Two-year,WI,883,7.3514433,11.735258,.86271083
9256,Moraine Park Technical College,1986,Public,Two-year (public and private not-for-profit),Two-year,WI,792,6.2485585,15.96034,.99729115
9256,Moraine Park Technical College,1987,Public,Two-year (public and private not-for-profit),Two-year,WI,769,6.7680335,9.1852818,.62166297
9256,Moraine Park Technical College,1988,Public,Two-year (public and private not-for-profit),Two-year,WI,569,8.0241556,13.048212,1.0470089
9256,Moraine Park Technical College,1989,Public,Two-year (public and private not-for-profit),Two-year,WI,569,6.5632424,13.31789,.87408543
9256,Moraine Park Technical College,1990,Public,Two-year (public and private not-for-profit),Two-year,WI,464,7.1352301,18.106474,1.2919385
9256,Moraine Park Technical College,1991,Public,Two-year (public and private not-for-profit),Two-year,WI,361,5.7976427,23.865435,1.3836327
7692,Moraine Valley Community College,1980,Public,Two-year (public and private not-for-profit),Two-year,IL,2433,7.2284684,18.664818,1.3491805
7692,Moraine Valley Community College,1981,Public,Two-year (public and private not-for-profit),Two-year,IL,2367,6.8027563,17.800426,1.2109196
7692,Moraine Valley Community College,1982,Public,Two-year (public and private not-for-profit),Two-year,IL,2528,8.2907267,14.469751,1.1996475
7692,Moraine Valley Community College,1983,Public,Two-year (public and private not-for-profit),Two-year,IL,2537,7.135941,18.130465,1.2937793
7692,Moraine Valley Community College,1984,Public,Two-year (public and private not-for-profit),Two-year,IL,2936,8.2314749,13.036352,1.0730841
7692,Moraine Valley Community College,1985,Public,Two-year (public and private not-for-profit),Two-year,IL,2853,9.3095484,12.977223,1.2081208
7692,Moraine Valley Community College,1986,Public,Two-year (public and private not-for-profit),Two-year,IL,3035,10.219805,15.932086,1.6282281
7692,Moraine Valley Community College,1987,Public,Two-year (public and private not-for-profit),Two-year,IL,2963,9.6427832,17.566359,1.6938859
7692,Moraine Valley Community College,1988,Public,Two-year (public and private not-for-profit),Two-year,IL,2992,10.247602,13.274674,1.3603357
7692,Moraine Valley Community College,1989,Public,Two-year (public and private not-for-profit),Two-year,IL,3215,10.870716,15.503597,1.6853521
7692,Moraine Valley Community College,1990,Public,Two-year (public and private not-for-profit),Two-year,IL,3237,11.683332,9.3673868,1.0944229
7692,Moraine Valley Community College,1991,Public,Two-year (public and private not-for-profit),Two-year,IL,3294,11.449539,15.488659,1.7733802
3301,Moravian College,1980,Private Non-profit,Selective private,Four-year,PA,,,,
3301,Moravian College,1981,Private Non-profit,Selective private,Four-year,PA,,,,
3301,Moravian College,1982,Private Non-profit,Selective private,Four-year,PA,,,,
3301,Moravian College,1983,Private Non-profit,Selective private,Four-year,PA,290,4.5313706,31.47821,1.4263945
3301,Moravian College,1984,Private Non-profit,Selective private,Four-year,PA,354,3.0765302,39.117268,1.2034546
3301,Moravian College,1985,Private Non-profit,Selective private,Four-year,PA,361,5.039907,51.518696,2.5964944
3301,Moravian College,1986,Private Non-profit,Selective private,Four-year,PA,350,4.6749582,30.117775,1.4079933
3301,Moravian College,1987,Private Non-profit,Selective private,Four-year,PA,401,3.9530892,33.872116,1.338995
3301,Moravian College,1988,Private Non-profit,Selective private,Four-year,PA,310,2.6701233,43.404621,1.1589569
3301,Moravian College,1989,Private Non-profit,Selective private,Four-year,PA,388,4.5342112,30.907246,1.4013997
3301,Moravian College,1990,Private Non-profit,Selective private,Four-year,PA,352,4.0278511,34.524712,1.3906039
3301,Moravian College,1991,Private Non-profit,Selective private,Four-year,PA,344,5.8144932,46.053513,2.6777782
1976,Morehead State University,1980,Public,Selective public,Four-year,KY,1002,15.837219,10.783715,1.7078406
1976,Morehead State University,1981,Public,Selective public,Four-year,KY,,,,
1976,Morehead State University,1982,Public,Selective public,Four-year,KY,,,,
1976,Morehead State University,1983,Public,Selective public,Four-year,KY,,,,
1976,Morehead State University,1984,Public,Selective public,Four-year,KY,1047,16.314524,12.936512,2.1105301
1976,Morehead State University,1985,Public,Selective public,Four-year,KY,1305,17.887247,9.5692415,1.7116739
1976,Morehead State University,1986,Public,Selective public,Four-year,KY,1219,15.029698,8.7049274,1.3083243
1976,Morehead State University,1987,Public,Selective public,Four-year,KY,1161,14.410279,13.802351,1.9889574
1976,Morehead State University,1988,Public,Selective public,Four-year,KY,1275,15.589651,9.5221519,1.4844702
1976,Morehead State University,1989,Public,Selective public,Four-year,KY,1262,13.308008,17.214439,2.290899
1976,Morehead State University,1990,Public,Selective public,Four-year,KY,1234,13.707235,14.840107,2.0341682
1976,Morehead State University,1991,Public,Selective public,Four-year,KY,1121,10.995118,12.913863,1.4198945
1582,Morehouse College,1980,Private Non-profit,Selective private,Four-year,GA,,,,
1582,Morehouse College,1981,Private Non-profit,Selective private,Four-year,GA,,,,
1582,Morehouse College,1982,Private Non-profit,Selective private,Four-year,GA,,,,
1582,Morehouse College,1983,Private Non-profit,Selective private,Four-year,GA,470,8.3704576,46.628445,3.9030142
1582,Morehouse College,1984,Private Non-profit,Selective private,Four-year,GA,627,8.6930628,21.01346,1.8267132
1582,Morehouse College,1985,Private Non-profit,Selective private,Four-year,GA,669,10.142194,26.421244,2.6796939
1582,Morehouse College,1986,Private Non-profit,Selective private,Four-year,GA,656,10.933637,30.673683,3.3537493
1582,Morehouse College,1987,Private Non-profit,Selective private,Four-year,GA,580,10.969962,28.058382,3.0779939
1582,Morehouse College,1988,Private Non-profit,Selective private,Four-year,GA,606,10.990509,24.130077,2.6520183
1582,Morehouse College,1989,Private Non-profit,Selective private,Four-year,GA,627,13.450257,26.463327,3.5593855
1582,Morehouse College,1990,Private Non-profit,Selective private,Four-year,GA,585,11.481133,23.934845,2.7479911
1582,Morehouse College,1991,Private Non-profit,Selective private,Four-year,GA,540,9.4412107,15.698035,1.4820846
9981,Morgan Community College,1980,Public,Two-year (public and private not-for-profit),Two-year,CO,,,,
9981,Morgan Community College,1981,Public,Two-year (public and private not-for-profit),Two-year,CO,,,,
9981,Morgan Community College,1982,Public,Two-year (public and private not-for-profit),Two-year,CO,,,,
9981,Morgan Community College,1983,Public,Two-year (public and private not-for-profit),Two-year,CO,,,,
9981,Morgan Community College,1984,Public,Two-year (public and private not-for-profit),Two-year,CO,,,,
9981,Morgan Community College,1985,Public,Two-year (public and private not-for-profit),Two-year,CO,,,,
9981,Morgan Community College,1986,Public,Two-year (public and private not-for-profit),Two-year,CO,,,,
9981,Morgan Community College,1987,Public,Two-year (public and private not-for-profit),Two-year,CO,,,,
9981,Morgan Community College,1988,Public,Two-year (public and private not-for-profit),Two-year,CO,,,,
9981,Morgan Community College,1989,Public,Two-year (public and private not-for-profit),Two-year,CO,,,,
9981,Morgan Community College,1990,Public,Two-year (public and private not-for-profit),Two-year,CO,111,12.151675,14.383432,1.747828
9981,Morgan Community College,1991,Public,Two-year (public and private not-for-profit),Two-year,CO,153,12.819293,26.826044,3.4389093
1879,Morningside College,1980,Private Non-profit,Selective private,Four-year,IA,177,6.345346,7.2162271,.45789456
1879,Morningside College,1981,Private Non-profit,Selective private,Four-year,IA,167,5.2245593,30.967299,1.6179048
1879,Morningside College,1982,Private Non-profit,Selective private,Four-year,IA,167,8.052556,43.683044,3.5176017
1879,Morningside College,1983,Private Non-profit,Selective private,Four-year,IA,185,7.6776052,16.131105,1.2384825
1879,Morningside College,1984,Private Non-profit,Selective private,Four-year,IA,206,7.125278,32.783405,2.3359087
1879,Morningside College,1985,Private Non-profit,Selective private,Four-year,IA,236,7.6009021,26.986118,2.0511885
1879,Morningside College,1986,Private Non-profit,Selective private,Four-year,IA,265,7.6180415,33.075054,2.5196712
1879,Morningside College,1987,Private Non-profit,Selective private,Four-year,IA,281,4.9221334,50.60463,2.4908276
1879,Morningside College,1988,Private Non-profit,Selective private,Four-year,IA,261,3.5098157,23.445017,.82287687
1879,Morningside College,1989,Private Non-profit,Selective private,Four-year,IA,242,4.9126854,25.765415,1.2657738
1879,Morningside College,1990,Private Non-profit,Selective private,Four-year,IA,294,4.6900325,19.410469,.9103573
1879,Morningside College,1991,Private Non-profit,Selective private,Four-year,IA,261,4.6029749,30.795887,1.417527
3439,Morris College,1980,Private Non-profit,Selective private,Four-year,SC,,,,
3439,Morris College,1981,Private Non-profit,Selective private,Four-year,SC,,,,
3439,Morris College,1982,Private Non-profit,Selective private,Four-year,SC,,,,
3439,Morris College,1983,Private Non-profit,Selective private,Four-year,SC,,,,
3439,Morris College,1984,Private Non-profit,Selective private,Four-year,SC,184,36.228638,4.7929659,1.7364261
3439,Morris College,1985,Private Non-profit,Selective private,Four-year,SC,224,39.488922,7.7637186,3.065809
3439,Morris College,1986,Private Non-profit,Selective private,Four-year,SC,192,37.949471,7.0174637,2.66309
3439,Morris College,1987,Private Non-profit,Selective private,Four-year,SC,197,41.252258,5.1813965,2.1374431
3439,Morris College,1988,Private Non-profit,Selective private,Four-year,SC,260,30.520317,2.6800959,.81797373
3439,Morris College,1989,Private Non-profit,Selective private,Four-year,SC,251,34.862812,4.5334144,1.5804758
3439,Morris College,1990,Private Non-profit,Selective private,Four-year,SC,334,33.141003,3.7308984,1.2364571
3439,Morris College,1991,Private Non-profit,Selective private,Four-year,SC,288,29.832542,6.0470266,1.8039817
1728,Morton College,1980,Public,Two-year (public and private not-for-profit),Two-year,IL,723,19.541588,16.631041,3.2499697
1728,Morton College,1981,Public,Two-year (public and private not-for-profit),Two-year,IL,708,19.471315,12.362705,2.4071815
1728,Morton College,1982,Public,Two-year (public and private not-for-profit),Two-year,IL,640,19.726351,10.060949,1.9846581
1728,Morton College,1983,Public,Two-year (public and private not-for-profit),Two-year,IL,589,18.373417,11.957359,2.1969752
1728,Morton College,1984,Public,Two-year (public and private not-for-profit),Two-year,IL,599,20.099922,13.104825,2.6340597
1728,Morton College,1985,Public,Two-year (public and private not-for-profit),Two-year,IL,604,18.545931,9.8678169,1.8300786
1728,Morton College,1986,Public,Two-year (public and private not-for-profit),Two-year,IL,654,21.36648,14.484872,3.0949073
1728,Morton College,1987,Public,Two-year (public and private not-for-profit),Two-year,IL,637,16.179878,15.468404,2.5027688
1728,Morton College,1988,Public,Two-year (public and private not-for-profit),Two-year,IL,733,18.816298,9.8196344,1.8476917
1728,Morton College,1989,Public,Two-year (public and private not-for-profit),Two-year,IL,782,18.43482,13.535235,2.4951963
1728,Morton College,1990,Public,Two-year (public and private not-for-profit),Two-year,IL,840,18.396891,17.312584,3.1849771
1728,Morton College,1991,Public,Two-year (public and private not-for-profit),Two-year,IL,940,20.158133,12.929927,2.6064317
6836,Motlow State Community College,1980,Public,Two-year (public and private not-for-profit),Two-year,TN,752,14.918455,12.2886,1.8332694
6836,Motlow State Community College,1981,Public,Two-year (public and private not-for-profit),Two-year,TN,708,10.914997,14.34333,1.5655742
6836,Motlow State Community College,1982,Public,Two-year (public and private not-for-profit),Two-year,TN,738,13.598746,7.4114928,1.0078701
6836,Motlow State Community College,1983,Public,Two-year (public and private not-for-profit),Two-year,TN,730,14.192183,17.888685,2.5387952
6836,Motlow State Community College,1984,Public,Two-year (public and private not-for-profit),Two-year,TN,739,11.537911,4.5464935,.52457047
6836,Motlow State Community College,1985,Public,Two-year (public and private not-for-profit),Two-year,TN,722,12.903171,7.9487858,1.0256455
6836,Motlow State Community College,1986,Public,Two-year (public and private not-for-profit),Two-year,TN,678,11.812152,6.9834528,.82489604
6836,Motlow State Community College,1987,Public,Two-year (public and private not-for-profit),Two-year,TN,784,15.226048,7.087358,1.0791246
6836,Motlow State Community College,1988,Public,Two-year (public and private not-for-profit),Two-year,TN,827,13.421705,8.3654995,1.1227926
6836,Motlow State Community College,1989,Public,Two-year (public and private not-for-profit),Two-year,TN,1020,12.963845,13.03159,1.6893951
6836,Motlow State Community College,1990,Public,Two-year (public and private not-for-profit),Two-year,TN,1085,12.18404,15.354159,1.870757
6836,Motlow State Community College,1991,Public,Two-year (public and private not-for-profit),Two-year,TN,923,13.193777,19.912794,2.6272497
5255,Moultrie Technical College,1980,Public,Two-year (public and private not-for-profit),Two-year,GA,,,,
5255,Moultrie Technical College,1981,Public,Two-year (public and private not-for-profit),Two-year,GA,,,,
5255,Moultrie Technical College,1982,Public,Two-year (public and private not-for-profit),Two-year,GA,,,,
5255,Moultrie Technical College,1983,Public,Two-year (public and private not-for-profit),Two-year,GA,157,45.182686,2.6265321,1.1867378
5255,Moultrie Technical College,1984,Public,Two-year (public and private not-for-profit),Two-year,GA,266,47.729408,3.0944967,1.476985
5255,Moultrie Technical College,1985,Public,Two-year (public and private not-for-profit),Two-year,GA,232,43.803467,.70918697,.3106485
5255,Moultrie Technical College,1986,Public,Two-year (public and private not-for-profit),Two-year,GA,210,39.605396,6.1954155,2.4537189
5255,Moultrie Technical College,1987,Public,Two-year (public and private not-for-profit),Two-year,GA,236,42.160545,4.9363904,2.0812092
5255,Moultrie Technical College,1988,Public,Two-year (public and private not-for-profit),Two-year,GA,225,42.312492,3.883352,1.6431431
5255,Moultrie Technical College,1989,Public,Two-year (public and private not-for-profit),Two-year,GA,246,37.134449,4.3980556,1.6331937
5255,Moultrie Technical College,1990,Public,Two-year (public and private not-for-profit),Two-year,GA,258,33.137142,1.6002049,.53026217
5255,Moultrie Technical College,1991,Public,Two-year (public and private not-for-profit),Two-year,GA,218,33.557999,6.0590286,2.0332887
3302,Mount Aloysius College,1980,Private Non-profit,Selective private,Four-year,PA,,,,
3302,Mount Aloysius College,1981,Private Non-profit,Selective private,Four-year,PA,,,,
3302,Mount Aloysius College,1982,Private Non-profit,Selective private,Four-year,PA,,,,
3302,Mount Aloysius College,1983,Private Non-profit,Selective private,Four-year,PA,146,11.543407,12.347369,1.425307
3302,Mount Aloysius College,1984,Private Non-profit,Selective private,Four-year,PA,219,8.1760597,12.127776,.99157423
3302,Mount Aloysius College,1985,Private Non-profit,Selective private,Four-year,PA,222,13.888609,12.863819,1.7866056
3302,Mount Aloysius College,1986,Private Non-profit,Selective private,Four-year,PA,232,8.2422848,26.254309,2.163955
3302,Mount Aloysius College,1987,Private Non-profit,Selective private,Four-year,PA,286,10.442058,13.496881,1.4093521
3302,Mount Aloysius College,1988,Private Non-profit,Selective private,Four-year,PA,260,13.6217,19.725742,2.6869812
3302,Mount Aloysius College,1989,Private Non-profit,Selective private,Four-year,PA,249,10.422984,26.991575,2.8133276
3302,Mount Aloysius College,1990,Private Non-profit,Selective private,Four-year,PA,304,10.311624,18.406858,1.898046
3302,Mount Aloysius College,1991,Private Non-profit,Selective private,Four-year,PA,289,8.7791929,16.639565,1.4608195
2192,Mount Holyoke College,1980,Private Non-profit,Highly selective private,Four-year,MA,378,5.9117126,47.320374,2.7974446
2192,Mount Holyoke College,1981,Private Non-profit,Highly selective private,Four-year,MA,435,5.0067067,35.358505,1.7702965
2192,Mount Holyoke College,1982,Private Non-profit,Highly selective private,Four-year,MA,401,7.1886959,46.110432,3.3147388
2192,Mount Holyoke College,1983,Private Non-profit,Highly selective private,Four-year,MA,406,4.239274,30.353567,1.2867709
2192,Mount Holyoke College,1984,Private Non-profit,Highly selective private,Four-year,MA,486,7.0838256,30.955479,2.1928322
2192,Mount Holyoke College,1985,Private Non-profit,Highly selective private,Four-year,MA,418,4.9235001,23.486082,1.1563373
2192,Mount Holyoke College,1986,Private Non-profit,Highly selective private,Four-year,MA,468,5.1327815,34.176903,1.7542257
2192,Mount Holyoke College,1987,Private Non-profit,Highly selective private,Four-year,MA,412,4.7848768,11.889872,.56891572
2192,Mount Holyoke College,1988,Private Non-profit,Highly selective private,Four-year,MA,457,4.4659295,28.565519,1.2757159
2192,Mount Holyoke College,1989,Private Non-profit,Highly selective private,Four-year,MA,431,6.6043043,32.222115,2.1280463
2192,Mount Holyoke College,1990,Private Non-profit,Highly selective private,Four-year,MA,423,5.0046301,19.931475,.9974966
2192,Mount Holyoke College,1991,Private Non-profit,Highly selective private,Four-year,MA,445,5.6498628,40.80349,2.3053412
3204,Mount Hood Community College,1980,Public,Two-year (public and private not-for-profit),Two-year,OR,1682,9.8434677,13.198078,1.2991486
3204,Mount Hood Community College,1981,Public,Two-year (public and private not-for-profit),Two-year,OR,1780,9.4692135,13.772572,1.3041542
3204,Mount Hood Community College,1982,Public,Two-year (public and private not-for-profit),Two-year,OR,1563,8.980073,16.858847,1.5139368
3204,Mount Hood Community College,1983,Public,Two-year (public and private not-for-profit),Two-year,OR,1535,9.718008,15.22612,1.4796754
3204,Mount Hood Community College,1984,Public,Two-year (public and private not-for-profit),Two-year,OR,1474,10.872353,17.165054,1.866245
3204,Mount Hood Community College,1985,Public,Two-year (public and private not-for-profit),Two-year,OR,1474,11.771141,15.306497,1.8017493
3204,Mount Hood Community College,1986,Public,Two-year (public and private not-for-profit),Two-year,OR,1327,10.748328,13.547235,1.4561012
3204,Mount Hood Community College,1987,Public,Two-year (public and private not-for-profit),Two-year,OR,1241,10.892749,10.090825,1.0991682
3204,Mount Hood Community College,1988,Public,Two-year (public and private not-for-profit),Two-year,OR,1234,12.027967,11.727001,1.41052
3204,Mount Hood Community College,1989,Public,Two-year (public and private not-for-profit),Two-year,OR,1073,13.38128,10.565515,1.4138011
3204,Mount Hood Community College,1990,Public,Two-year (public and private not-for-profit),Two-year,OR,1546,14.510672,11.799691,1.7122144
3204,Mount Hood Community College,1991,Public,Two-year (public and private not-for-profit),Two-year,OR,1593,15.357876,16.858936,2.5891745
2193,Mount Ida College,1980,Private Non-profit,Selective private,Four-year,MA,271,15.518591,6.8418608,1.0617603
2193,Mount Ida College,1981,Private Non-profit,Selective private,Four-year,MA,244,12.46819,10.129957,1.2630225
2193,Mount Ida College,1982,Private Non-profit,Selective private,Four-year,MA,253,10.390184,16.443483,1.7085083
2193,Mount Ida College,1983,Private Non-profit,Selective private,Four-year,MA,274,11.781029,14.822155,1.7462025
2193,Mount Ida College,1984,Private Non-profit,Selective private,Four-year,MA,258,8.9575558,14.874665,1.3324065
2193,Mount Ida College,1985,Private Non-profit,Selective private,Four-year,MA,259,11.459467,36.605629,4.1948099
2193,Mount Ida College,1986,Private Non-profit,Selective private,Four-year,MA,283,11.055563,23.122242,2.5562942
2193,Mount Ida College,1987,Private Non-profit,Selective private,Four-year,MA,289,9.5346336,6.9649658,.66408396
2193,Mount Ida College,1988,Private Non-profit,Selective private,Four-year,MA,297,7.6319036,30.888748,2.3573997
2193,Mount Ida College,1989,Private Non-profit,Selective private,Four-year,MA,317,7.5048513,24.651247,1.8500395
2193,Mount Ida College,1990,Private Non-profit,Selective private,Four-year,MA,323,9.0100679,23.202063,2.0905216
2193,Mount Ida College,1991,Private Non-profit,Selective private,Four-year,MA,318,10.026514,22.790066,2.2850492
3465,Mount Marty College,1980,Private Non-profit,Selective private,Four-year,SD,,,,
3465,Mount Marty College,1981,Private Non-profit,Selective private,Four-year,SD,,,,
3465,Mount Marty College,1982,Private Non-profit,Selective private,Four-year,SD,,,,
3465,Mount Marty College,1983,Private Non-profit,Selective private,Four-year,SD,119,7.2447243,14.163322,1.0260937
3465,Mount Marty College,1984,Private Non-profit,Selective private,Four-year,SD,155,9.6041088,20.479738,1.9668963
3465,Mount Marty College,1985,Private Non-profit,Selective private,Four-year,SD,128,6.9395065,33.811085,2.3463225
3465,Mount Marty College,1986,Private Non-profit,Selective private,Four-year,SD,139,3.8350952,27.496628,1.0545218
3465,Mount Marty College,1987,Private Non-profit,Selective private,Four-year,SD,110,9.1214714,37.831108,3.4507539
3465,Mount Marty College,1988,Private Non-profit,Selective private,Four-year,SD,110,6.3068948,29.410604,1.8548958
3465,Mount Marty College,1989,Private Non-profit,Selective private,Four-year,SD,118,5.6018982,32.7313,1.8335741
3465,Mount Marty College,1990,Private Non-profit,Selective private,Four-year,SD,128,7.679297,42.778797,3.2851107
3465,Mount Marty College,1991,Private Non-profit,Selective private,Four-year,SD,109,5.5485225,30.393875,1.686411
3869,Mount Mary University,1980,Private Non-profit,Selective private,Four-year,WI,84,6.3970885,19.632399,1.2559021
