super_opeid,name,type,tier,iclevel,state,count,access,success,mobility
3691,Middlebury College,Private Non-profit,Other elite schools (public and private),Four-year,VT,589.66669,2.3217955,54.600014,1.2677004
9936,"Middlesex Community College of Bedford, MA",Public,Two-year (public and private not-for-profit),Two-year,MA,1303.3334,8.8503208,16.462889,1.4570185
8038,"Middlesex Community College of Middletown, CT",Public,Two-year (public and private not-for-profit),Two-year,CT,300,8.8269901,19.09024,1.6850938
2615,Middlesex County College,Public,Two-year (public and private not-for-profit),Two-year,NJ,1786,11.085213,17.739048,1.9664112
9797,Midland College,Public,Nonselective four-year public,Four-year,TX,768.66669,18.844025,25.685894,4.8402562
2553,Midland University,Private Non-profit,Selective private,Four-year,NE,196,5.7081628,14.54601,.83030993
3993,Midlands Technical College,Public,Two-year (public and private not-for-profit),Two-year,SC,2056.6667,16.561275,7.2908273,1.2074541
54,Midred Elley College And Austin's School Of Spa Technology,Private For-profit,Two-year for-profit,Two-year,NY,118.5,31.265207,0,0
33683,Midwest Technical Institute,Private For-profit,Less than two-year schools of any type,Less than Two-year,MS,56,19.562695,10.27365,2.0098026
3592,Midwestern State University,Public,Selective public,Four-year,TX,825,9.0290537,22.184702,2.0030687
30987,"Milan Institute of Palm Desert, CA",Private For-profit,Less than two-year schools of any type,Less than Two-year,CA,242,26.970232,0,0
24973,"Milan Institute of Sparks, NV",Private For-profit,Less than two-year schools of any type,Less than Two-year,NV,195,27.393356,6.3969231,1.7523321
2528,Miles Community College,Public,Two-year (public and private not-for-profit),Two-year,MT,107.33334,15.730709,17.722202,2.787828
217,Miller-Motte Technical College & McCann School Of Business & Technology,Private For-profit,Two-year for-profit,Two-year,PA,187,30.816422,6.174036,1.902617
3325,Millersville University Of Pennsylvania,Public,Selective public,Four-year,PA,1380.3334,4.0353918,22.181757,.89512074
3511,Milligan College,Private Non-profit,Selective private,Four-year,TN,164.66667,5.3851919,17.814857,.95936424
1724,Millikin University,Private Non-profit,Selective private,Four-year,IL,558.66669,4.2920055,25.741064,1.1048079
1238,Mills College,Private Non-profit,Selective private,Four-year,CA,115,10.617122,30.952389,3.286253
2414,Millsaps College,Private Non-profit,Selective private,Four-year,MS,247,5.8698497,30.658579,1.7996125
3866,Milwaukee Area Technical College,Public,Two-year (public and private not-for-profit),Two-year,WI,2229.3333,17.846043,4.9197044,.87797248
20771,Milwaukee Institute Of Art & Design,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,WI,129.66667,4.1138864,37.643314,1.5486031
3868,Milwaukee School Of Engineering,Private Non-profit,Highly selective private,Four-year,WI,362.66666,3.763957,50.07732,1.8848886
2486,Mineral Area College,Public,Two-year (public and private not-for-profit),Two-year,MO,610.33331,17.193848,7.754612,1.3333162
4645,Minneapolis Business College,Private For-profit,Two-year for-profit,Two-year,MN,150,8.5227013,0,0
2365,Minneapolis College Of Art & Design,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,MN,125.33334,6.7540474,19.463997,1.3146075
4646,Minnesota School Of Business,Private For-profit,Four-year for-profit,Four-year,MN,302.66666,11.073137,3.6798716,.40747723
82,"Minnesota State University System, Century And Various Other Minnesota Community Colleges",Public,Selective public,Four-year,MN,26989.666,7.8339109,14.4704,1.1335982
2994,Minot State University,Public,Selective public,Four-year,ND,547,9.3943577,21.798105,2.047792
1239,Miracosta College,Public,Two-year (public and private not-for-profit),Two-year,CA,1413.3334,13.382569,11.450441,1.5323632
3247,Misericordia  University,Private Non-profit,Selective private,Four-year,PA,237.33333,7.5679622,26.605146,2.0134676
2415,Mississippi College,Private Non-profit,Selective private,Four-year,MS,407.66666,6.2089605,18.942039,1.1761038
2416,Mississippi Delta Community College,Public,Two-year (public and private not-for-profit),Two-year,MS,644.5,39.672375,6.1111407,2.4244347
2417,Mississippi Gulf Coast Community College,Public,Two-year (public and private not-for-profit),Two-year,MS,1792.1666,19.400055,11.721686,2.2740138
2423,Mississippi State University,Public,Selective public,Four-year,MS,2398.3333,8.7002134,20.326965,1.7684894
2422,Mississippi University For Women,Public,Selective public,Four-year,MS,232.5,15.268545,17.457346,2.6654828
2424,Mississippi Valley State University,Public,Selective public,Four-year,MS,314,45.458763,8.6832457,3.9472959
7540,Missouri Baptist University,Private Non-profit,Selective private,Four-year,MO,190,6.741219,2.5831056,.17413279
9795,Missouri College,Private For-profit,Four-year for-profit,Four-year,MO,189.66667,28.87154,1.450183,.41869017
2488,Missouri Southern State University,Public,Selective public,Four-year,MO,892.66669,11.775728,14.63888,1.7238346
2503,Missouri State University,Public,Selective public,Four-year,MO,2487,5.6805153,20.385542,1.1580038
31060,Missouri State University - West Plains,Public,Two-year (public and private not-for-profit),Two-year,MO,228.5,26.741659,6.0640683,1.6216325
2489,Missouri Valley College,Private Non-profit,Selective private,Four-year,MO,243.5,11.653803,10.342196,1.2052591
2490,Missouri Western State University,Public,Selective public,Four-year,MO,1011.6667,10.289053,14.718495,1.5143937
1393,Mitchell College,Private Non-profit,Selective private,Four-year,CT,155,8.609333,10.575178,.91045231
2947,Mitchell Community College,Public,Two-year (public and private not-for-profit),Two-year,NC,337.66666,13.071288,3.8759816,.50664073
8284,Mitchell Technical Institute,Public,Two-year (public and private not-for-profit),Two-year,SD,225,9.8648891,31.680515,3.1252477
2491,Moberly Area Community College,Public,Two-year (public and private not-for-profit),Two-year,MO,620.66669,13.825664,8.9605598,1.2388569
11864,Mohave Community College,Public,Two-year (public and private not-for-profit),Two-year,AZ,592.33331,23.548166,7.7074156,1.8149551
2871,Mohawk Valley Community College - SUNY Office Of Community Colleg,Public,Two-year (public and private not-for-profit),Two-year,NY,1117,16.150478,10.005264,1.6158979
1725,Monmouth College,Private Non-profit,Selective private,Four-year,IL,258.66666,5.2175865,28.965288,1.511289
2616,Monmouth University,Private Non-profit,Selective private,Four-year,NJ,785,5.4560876,38.006294,2.0736568
4799,Monroe College,Private For-profit,Four-year for-profit,Four-year,NY,928.33331,43.616085,8.7579584,3.8198788
2872,Monroe Community College,Public,Two-year (public and private not-for-profit),Two-year,NY,2785,11.28309,9.3637295,1.056518
2294,Monroe County Community College,Public,Two-year (public and private not-for-profit),Two-year,MI,693,6.7761922,11.394877,.77213889
2530,Montana State University - Billings,Public,Selective public,Four-year,MT,744.66669,11.296272,13.825029,1.561713
2533,Montana State University - Northern,Public,Selective public,Four-year,MT,232.33333,15.079901,23.936848,3.6096528
2532,Montana State University Bozeman,Public,Selective public,Four-year,MT,1964,6.7110224,22.013926,1.4773595
2531,Montana Tech Of The University Of Montana,Public,Selective public,Four-year,MT,337,11.43111,29.21035,3.339067
2295,Montcalm Community College,Public,Two-year (public and private not-for-profit),Two-year,MI,267.5,14.91021,8.8351536,1.3173399
2617,Montclair State University,Public,Selective public,Four-year,NJ,1434.6666,9.4593859,33.51799,3.1705961
1242,Monterey Peninsula College,Public,Two-year (public and private not-for-profit),Two-year,CA,722.33331,14.24603,12.770579,1.8193007
6911,Montgomery College,Public,Two-year (public and private not-for-profit),Two-year,MD,2941.3333,13.333452,22.764513,3.0352955
8087,Montgomery Community College,Public,Two-year (public and private not-for-profit),Two-year,NC,104.66666,25.379759,3.5334308,.8967762
4452,Montgomery County Community College,Public,Two-year (public and private not-for-profit),Two-year,PA,1608,6.5674329,15.464151,1.0155977
1727,Moody Bible Institute,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,IL,355.66666,7.7346454,20.708139,1.601701
12272,Moore Norman Technology Center School District No. 17,Public,Two-year (public and private not-for-profit),Two-year,OK,207.66667,17.009344,11.362896,1.9327542
9256,Moraine Park Technical College,Public,Two-year (public and private not-for-profit),Two-year,WI,887.66669,6.230618,8.280591,.51593196
7692,Moraine Valley Community College,Public,Two-year (public and private not-for-profit),Two-year,IL,2442.6667,7.4572144,16.800831,1.2528741
3301,Moravian College,Private Non-profit,Selective private,Four-year,PA,322,4.0640593,34.073711,1.3847758
1976,Morehead State University,Public,Selective public,Four-year,KY,1032,15.837219,10.783715,1.7078406
1582,Morehouse College,Private Non-profit,Selective private,Four-year,GA,548.5,8.5088177,36.409615,3.0980279
1879,Morningside College,Private Non-profit,Selective private,Four-year,IA,170.33333,6.5455861,28.144955,1.8422524
1728,Morton College,Public,Two-year (public and private not-for-profit),Two-year,IL,690.33331,19.574379,13.145322,2.5731151
6836,Motlow State Community College,Public,Two-year (public and private not-for-profit),Two-year,TN,732.66669,13.190046,11.149249,1.4705911
5255,Moultrie Technical College,Public,Two-year (public and private not-for-profit),Two-year,GA,211.5,46.426376,2.8852501,1.3395171
3302,Mount Aloysius College,Private Non-profit,Selective private,Four-year,PA,182.5,9.4685297,13.609722,1.2886406
2192,Mount Holyoke College,Private Non-profit,Highly selective private,Four-year,MA,404.66666,6.0082664,43.250099,2.5985811
3204,Mount Hood Community College,Public,Two-year (public and private not-for-profit),Two-year,OR,1675,9.4415102,14.488808,1.3679621
2193,Mount Ida College,Private Non-profit,Selective private,Four-year,MA,256,12.860688,10.407632,1.3384931
3465,Mount Marty College,Private Non-profit,Selective private,Four-year,SD,137,8.2088547,18.768934,1.5407146
3869,Mount Mary University,Private Non-profit,Selective private,Four-year,WI,85.333336,8.3080063,13.252533,1.1010212
1880,Mount Mercy University,Private Non-profit,Selective private,Four-year,IA,152.5,5.3291287,28.413311,1.5141819
2778,Mount Saint Mary College,Private Non-profit,Selective private,Four-year,NY,278.33334,8.0073814,41.126987,3.293195
2086,Mount Saint Mary's University,Private Non-profit,Selective private,Four-year,MD,301.5,3.1252668,31.147055,.97342849
1245,Mount San Antonio College,Public,Two-year (public and private not-for-profit),Two-year,CA,4660,16.697124,17.686419,2.9531231
1243,Mount St. Mary's College,Private Non-profit,Selective private,Four-year,CA,222.33333,21.239695,30.078995,6.3886867
7085,Mount Vernon Nazarene University,Private Non-profit,Selective private,Four-year,OH,344,5.4846611,14.622521,.80199575
2172,Mount Wachusett Community College,Public,Two-year (public and private not-for-profit),Two-year,MA,499.66666,10.659318,13.036889,1.3896434
9629,Mountain Empire Community College,Public,Two-year (public and private not-for-profit),Two-year,VA,416.33334,26.634315,5.1063085,1.3600303
1246,Mt. San Jacinto College,Public,Two-year (public and private not-for-profit),Two-year,CA,1448,12.712028,12.694518,1.6137305
3304,Muhlenberg College,Private Non-profit,Highly selective private,Four-year,PA,520,2.2099354,46.548,1.0286807
3206,Multnomah University,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,OR,120,6.472291,22.438168,1.4522635
1977,Murray State University,Public,Selective public,Four-year,KY,1304,8.4188643,17.036343,1.4342664
21618,Musicians Institute,Private For-profit,Four-year for-profit,Four-year,CA,170.5,13.646386,2.4012055,.32767779
2297,Muskegon Community College,Public,Two-year (public and private not-for-profit),Two-year,MI,891.66669,8.8373594,8.5667086,.75707084
3084,Muskingum University,Private Non-profit,Selective private,Four-year,OH,379.66666,4.6444092,20.099337,.93349546
2581,NHTI  - Concord's Community College,Public,Two-year (public and private not-for-profit),Two-year,NH,600.66669,6.18431,17.311983,1.0706267
1247,Napa Valley College,Public,Two-year (public and private not-for-profit),Two-year,CA,837,9.9417667,16.492439,1.63964
8557,Nash Community College,Public,Two-year (public and private not-for-profit),Two-year,NC,374.66666,20.017376,4.1656246,.83384877
9236,Nashua Community College,Public,Two-year (public and private not-for-profit),Two-year,NH,304,7.7254744,20.493607,1.5832282
8145,Nashville State Community College,Public,Two-year (public and private not-for-profit),Two-year,TN,911.33331,13.043497,7.1839514,.93703848
2873,Nassau Community College,Public,Two-year (public and private not-for-profit),Two-year,NY,4225,10.617213,21.635952,2.2971351
10489,National College,Private For-profit,Four-year for-profit,Four-year,KY,242.66667,30.423603,2.3040819,.70098478
4617,National College Of Business And Technology,Private For-profit,Two-year for-profit,Two-year,TN,56.333332,29.403099,2.1841564,.64220971
12105,National Park Community College,Public,Two-year (public and private not-for-profit),Two-year,AR,323.33334,22.749025,7.3455997,1.6710523
10168,Nationwide Beauty Academy,Private For-profit,Two-year for-profit,Two-year,OH,161.5,11.088269,2.0711908,.22965921
6982,Naugatuck Valley Community College,Public,Two-year (public and private not-for-profit),Two-year,CT,717.33331,10.276014,14.111607,1.4501106
3593,Navarro College,Public,Two-year (public and private not-for-profit),Two-year,TX,904.33331,18.396315,9.799036,1.8026617
2779,Nazareth College Of Rochester,Private Non-profit,Selective private,Four-year,NY,350.33334,4.527235,14.871888,.67328531
2555,Nebraska Wesleyan University,Private Non-profit,Selective private,Four-year,NE,327.33334,3.7686419,16.141254,.60830611
3988,Neumann University,Private Non-profit,Selective private,Four-year,PA,277,7.954648,16.619413,1.3220159
41143,Nevada State College,Public,Nonselective four-year public,Four-year,NV,55.5,4.0714869,1.111268,.045245133
7780,New Castle School Of Trades,Private For-profit,Two-year for-profit,Two-year,PA,82.5,20.639191,20.282461,4.1861353
2579,New England College,Private Non-profit,Selective private,Four-year,NH,182.33333,5.6638002,15.377114,.87092912
22540,New England Culinary Institute,Private For-profit,Four-year for-profit,Four-year,VT,89,10.379833,15.03817,1.5609369
7486,New England Institute Of Art ,Private For-profit,Four-year for-profit,Four-year,MA,273,9.6266527,11.551579,1.1120305
7845,New England Institute Of Technology,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,RI,614.66669,12.01888,16.192427,1.9461485
2613,New Jersey City University,Public,Selective public,Four-year,NJ,783.66669,20.409746,26.058468,5.3184671
2621,New Jersey Institute Of Technology,Public,Selective public,Four-year,NJ,612.66669,10.139067,63.790905,6.467803
2653,New Mexico Highlands University,Public,Selective public,Four-year,NM,227.33333,21.17561,14.582239,3.087878
2654,New Mexico Institute Of Mining & Technology,Public,Highly selective public,Four-year,NM,194,8.3693523,47.67683,3.9902415
2655,New Mexico Junior College,Public,Two-year (public and private not-for-profit),Two-year,NM,352.33334,22.042318,19.683868,4.3387809
2656,New Mexico Military Institute,Public,Two-year (public and private not-for-profit),Two-year,NM,107.5,8.3857327,.30623949,.025680425
2657,New Mexico State University,Public,Selective public,Four-year,NM,3272.6667,17.891996,17.780607,3.1813054
5223,New River Community College,Public,Two-year (public and private not-for-profit),Two-year,VA,596,11.660809,12.156487,1.4175446
20662,"New School, The",Private Non-profit,Nonselective four-year private not-for-profit,Four-year,NY,575.66669,10.642796,27.256021,2.9008024
2696,New York City College Of Technology Of The City University Of New,Public,Selective public,Four-year,NY,1488.3334,35.256516,23.638399,8.3340759
2782,New York Institute Of Technology,Private Non-profit,Selective private,Four-year,NY,637.33331,14.60806,36.985092,5.4028044
2785,New York University,Private Non-profit,Other elite schools (public and private),Four-year,NY,3738.6667,6.9385424,52.27713,3.6272709
3440,Newberry College,Private Non-profit,Selective private,Four-year,SC,148.33333,10.861123,8.1903038,.88955897
1939,Newman University,Private Non-profit,Selective private,Four-year,KS,123.5,4.1185803,8.3515787,.34396648
2874,Niagara County Community College,Public,Two-year (public and private not-for-profit),Two-year,NY,1061.6666,11.744399,8.368618,.98284388
2788,Niagara University,Private Non-profit,Selective private,Four-year,NY,495,5.8389735,25.686365,1.49982
2005,Nicholls State University,Public,Selective public,Four-year,LA,1353.5,15.255252,18.731112,2.8574781
2197,Nichols College,Private Non-profit,Selective private,Four-year,MA,222,4.4593906,52.33218,2.3336964
5384,Nicolet Area Technical College,Public,Two-year (public and private not-for-profit),Two-year,WI,252,12.28774,3.685703,.45288965
3765,Norfolk State University,Public,Selective public,Four-year,VA,979.33331,20.608868,16.711349,3.44402
12261,North Arkansas College,Public,Two-year (public and private not-for-profit),Two-year,AR,331.33334,22.416376,9.0950451,2.0387795
2905,North Carolina Agricultural & Technical State University,Public,Selective public,Four-year,NC,1535.3334,17.229799,15.756986,2.7148972
2950,North Carolina Central University,Public,Selective public,Four-year,NC,640.66669,21.139999,13.439994,2.8412144
2972,North Carolina State University,Public,Selective public,Four-year,NC,3984,4.2567463,31.746281,1.3513585
2951,North Carolina Wesleyan College,Private Non-profit,Selective private,Four-year,NC,178.33333,14.657028,9.8722,1.4469711
1734,North Central College,Private Non-profit,Selective private,Four-year,IL,389.83334,3.4014158,32.196533,1.0951381
5265,North Central Kansas Technical College,Public,Two-year (public and private not-for-profit),Two-year,KS,139,11.959388,5.1868496,.62031543
2299,North Central Michigan College,Public,Two-year (public and private not-for-profit),Two-year,MI,373.66666,11.962216,7.0604415,.84458524
2514,North Central Missouri College,Public,Two-year (public and private not-for-profit),Two-year,MO,170.5,14.708339,8.0498457,1.1839986
5313,North Central State College,Public,Two-year (public and private not-for-profit),Two-year,OH,510.33334,11.625132,9.417244,1.094767
3558,North Central Texas College,Public,Two-year (public and private not-for-profit),Two-year,TX,979,10.914198,14.102403,1.5391641
2369,North Central University,Private Non-profit,Selective private,Four-year,MN,252,5.9168601,14.174305,.83867377
7111,North Country Community College,Public,Two-year (public and private not-for-profit),Two-year,NY,211,18.513245,13.580913,2.5142674
2996,North Dakota State College Of Science,Public,Two-year (public and private not-for-profit),Two-year,ND,726,9.7160187,30.598774,2.9729829
2997,North Dakota State University - Main Campus - Fargo,Public,Selective public,Four-year,ND,1743,5.1573491,32.840191,1.6936833
1508,North Florida Community College,Public,Two-year (public and private not-for-profit),Two-year,FL,189.33333,24.873814,5.5417204,1.3784373
5619,North Georgia Technical College,Public,Two-year (public and private not-for-profit),Two-year,GA,206.5,29.450026,8.3328676,2.4540317
3441,North Greenville University,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,SC,318.5,6.7824349,16.606449,1.1263216
1623,North Idaho College,Public,Two-year (public and private not-for-profit),Two-year,ID,828.33331,14.090839,10.97187,1.5460285
1877,North Iowa Area Community College,Public,Two-year (public and private not-for-profit),Two-year,IA,696,9.8761387,11.246574,1.1107272
1735,North Park University,Private Non-profit,Selective private,Four-year,IL,298.66666,7.3835373,23.094801,1.7052133
9704,North Seattle College,Public,Nonselective four-year public,Four-year,WA,438.66666,11.944085,17.906593,2.1387789
2173,North Shore Community College,Public,Two-year (public and private not-for-profit),Two-year,MA,1046.3334,13.870798,13.339546,1.8503016
7191,Northampton County Area Community College,Public,Two-year (public and private not-for-profit),Two-year,PA,1306.6666,9.1174421,12.226363,1.1147317
5387,Northcentral Technical College,Public,Two-year (public and private not-for-profit),Two-year,WI,480.16666,7.7402325,8.4115982,.65107721
1031,Northeast Alabama Community College,Public,Two-year (public and private not-for-profit),Two-year,AL,294.5,17.717339,12.263535,2.1727719
11667,Northeast Community College,Public,Two-year (public and private not-for-profit),Two-year,NE,637.33331,13.242981,13.870592,1.83688
4587,Northeast Iowa Community College,Public,Two-year (public and private not-for-profit),Two-year,IA,730.33331,9.4035206,10.734466,1.0094177
2426,Northeast Mississippi Community College,Public,Two-year (public and private not-for-profit),Two-year,MS,752.5,15.881801,8.9284592,1.4180001
5378,Northeast State Community College,Public,Two-year (public and private not-for-profit),Two-year,TN,701.33331,14.266531,8.3269882,1.1879724
23154,Northeast Texas Community College,Public,Two-year (public and private not-for-profit),Two-year,TX,413.33334,20.428453,11.358315,2.3203282
5301,Northeast Wisconsin Technical College,Public,Two-year (public and private not-for-profit),Two-year,WI,1110.5,7.6292291,11.162073,.85158014
1693,Northeastern Illinois University,Public,Selective public,Four-year,IL,900,18.364094,17.297632,3.1765535
1361,Northeastern Junior College,Public,Two-year (public and private not-for-profit),Two-year,CO,369,13.535511,9.4353523,1.2771231
3160,Northeastern Oklahoma A & M College,Public,Two-year (public and private not-for-profit),Two-year,OK,390.66666,18.082962,10.314717,1.8652065
3161,Northeastern State University,Public,Selective public,Four-year,OK,864.66669,15.930955,13.838103,2.2045422
7602,Northeastern Technical College,Public,Two-year (public and private not-for-profit),Two-year,SC,177,27.297705,1.091563,.29797167
2199,Northeastern University,Private Non-profit,Highly selective private,Four-year,MA,2601.3333,5.1461115,47.367035,2.4375606
2174,Northern Essex Community College,Public,Two-year (public and private not-for-profit),Two-year,MA,694.33331,14.272831,10.864457,1.5506657
1737,Northern Illinois University,Public,Selective public,Four-year,IL,3034.6667,5.3890185,30.3344,1.6347265
9275,Northern Kentucky University,Public,Selective public,Four-year,KY,1933.6666,6.5365233,14.358182,.93852592
2301,Northern Michigan University,Public,Selective public,Four-year,MI,1525.6666,7.149292,18.699221,1.3368617
3162,Northern Oklahoma College,Public,Two-year (public and private not-for-profit),Two-year,OK,587.33331,14.239504,10.170019,1.4481602
3727,Northern Virginia Community College,Public,Two-year (public and private not-for-profit),Two-year,VA,5319,9.6939716,25.972122,2.51773
3930,Northern Wyoming Community College District,Public,Two-year (public and private not-for-profit),Two-year,WY,374.66666,13.352288,12.822803,1.7121377
3875,Northland College,Private Non-profit,Selective private,Four-year,WI,153.66667,6.491106,8.6564093,.56189668
11862,Northland Pioneer College,Public,Two-year (public and private not-for-profit),Two-year,AZ,400.33334,23.593821,8.352911,1.9707707
5697,Northwest - Shoals Community College,Public,Two-year (public and private not-for-profit),Two-year,AL,750.5,20.022526,8.7788563,1.7577488
30633,Northwest Arkansas Community College,Public,Two-year (public and private not-for-profit),Two-year,AR,919.33331,12.875249,14.210148,1.829592
3931,Northwest College,Public,Two-year (public and private not-for-profit),Two-year,WY,337,13.950105,15.591809,2.1750736
1510,Northwest Florida State College,Public,Nonselective four-year public,Four-year,FL,1257.6666,12.679707,11.627254,1.4743016
4600,Northwest Iowa Community College,Public,Two-year (public and private not-for-profit),Two-year,IA,244.33333,7.1676426,22.442808,1.6086202
5267,Northwest Kansas Technical College,Public,Two-year (public and private not-for-profit),Two-year,KS,110,15.262705,15.215079,2.3222327
2427,Northwest Mississippi Community College,Public,Two-year (public and private not-for-profit),Two-year,MS,1418.3334,20.949516,6.2186494,1.3027771
2496,Northwest Missouri State University,Public,Selective public,Four-year,MO,1039.6666,5.5762997,17.036686,.95001662
1624,Northwest Nazarene University,Private Non-profit,Selective private,Four-year,ID,263.33334,5.1745076,26.984861,1.3963337
8677,Northwest State Community College,Public,Two-year (public and private not-for-profit),Two-year,OH,457,7.1046233,7.7153935,.54814965
3783,Northwest University,Private Non-profit,Selective private,Four-year,WA,159.5,5.3097296,26.930109,1.429916
12362,"Northwestern College of Bridgeview, IL",Private For-profit,Two-year for-profit,Two-year,IL,464,24.994207,9.4823475,2.3700378
1883,"Northwestern College of Orange City, IA",Private Non-profit,Selective private,Four-year,IA,287,4.4364543,26.808372,1.1893411
1398,Northwestern Connecticut Community College,Public,Two-year (public and private not-for-profit),Two-year,CT,201.66667,10.04285,5.9669714,.59925395
2302,Northwestern Michigan College,Public,Nonselective four-year public,Four-year,MI,830.33331,10.402072,10.251339,1.0663517
3163,Northwestern Oklahoma State University,Public,Selective public,Four-year,OK,277.33334,10.673184,16.946182,1.8086972
2021,Northwestern State University,Public,Selective public,Four-year,LA,1715.3334,20.838663,13.357229,2.783468
1739,Northwestern University,Private Non-profit,Other elite schools (public and private),Four-year,IL,1782,3.0700424,55.186344,1.6942441
4072,Northwood University,Private Non-profit,Selective private,Four-year,MI,673,9.6529255,24.421947,2.3574324
1399,Norwalk Community College,Public,Two-year (public and private not-for-profit),Two-year,CT,620.33331,13.317077,19.129223,2.5474534
3692,Norwich University,Private Non-profit,Selective private,Four-year,VT,374,8.2054548,33.745037,2.7689335
2065,Notre Dame Of Maryland University,Private Non-profit,Selective private,Four-year,MD,135.66667,9.0509396,24.74972,2.240082
1509,Nova Southeastern University,Private Non-profit,Selective private,Four-year,FL,286.33334,13.516561,24.109715,3.2588043
2790,Nyack College,Private Non-profit,Selective private,Four-year,NY,262.66666,18.072001,20.677118,3.7367687
1824,Oakland City University,Private Non-profit,Selective private,Four-year,IN,153.5,12.364993,2.6952448,.33326682
2303,Oakland Community College,Public,Two-year (public and private not-for-profit),Two-year,MI,3193.3333,7.7071757,10.791954,.83175486
2307,Oakland University,Public,Selective public,Four-year,MI,1665.6666,5.0972743,21.626646,1.1023695
9896,Oakton Community College,Public,Two-year (public and private not-for-profit),Two-year,IL,1495.3334,10.774391,17.915272,1.9302616
3086,Oberlin College,Private Non-profit,Other elite schools (public and private),Four-year,OH,657.33331,4.1793933,29.863447,1.2481108
1249,Occidental College,Private Non-profit,Other elite schools (public and private),Four-year,CA,380,8.5336227,39.126663,3.3389218
2624,Ocean County College,Public,Two-year (public and private not-for-profit),Two-year,NJ,1510,8.7761393,15.941401,1.3990396
3596,Odessa College,Public,Two-year (public and private not-for-profit),Two-year,TX,912.33331,20.727978,22.722612,4.709938
30300,Ogeechee Technical College,Public,Two-year (public and private not-for-profit),Two-year,GA,363.66666,30.542013,4.4475904,1.3583837
1586,Oglethorpe University,Private Non-profit,Selective private,Four-year,GA,145.66667,7.119669,32.811771,2.3360896
3035,Ohio Dominican University,Private Non-profit,Selective private,Four-year,OH,169.66667,8.5124884,13.787399,1.1736509
3089,Ohio Northern University,Private Non-profit,Selective private,Four-year,OH,629,3.0293937,52.099304,1.5782932
3100,Ohio University,Public,Selective public,Four-year,OH,5009,5.1085258,15.213553,.7771883
3109,Ohio Wesleyan University,Private Non-profit,Selective private,Four-year,OH,389,4.2281747,41.290085,1.7458168
4481,Ohlone College,Public,Two-year (public and private not-for-profit),Two-year,CA,1059.3334,7.1223803,29.00564,2.065892
5511,Okefenokee Technical College,Public,Two-year (public and private not-for-profit),Two-year,GA,169,36.769367,4.2760415,1.5722733
3164,Oklahoma Baptist University,Private Non-profit,Selective private,Four-year,OK,341,5.5161223,12.274143,.67705673
3165,Oklahoma Christian University,Private Non-profit,Selective private,Four-year,OK,374.66666,6.1223664,20.564335,1.2590239
10391,Oklahoma City Community College,Public,Two-year (public and private not-for-profit),Two-year,OK,1379.6666,14.136457,12.905701,1.8244088
3166,Oklahoma City University,Private Non-profit,Selective private,Four-year,OK,214.5,7.0655866,20.916021,1.4778396
3174,Oklahoma Panhandle State University,Public,Selective public,Four-year,OK,183,12.205757,20.735069,2.5308723
3170,Oklahoma State University,Public,Selective public,Four-year,OK,2994.6667,6.1238341,32.675652,2.0010026
216,Oklahoma State University - Oklahoma City,Public,Nonselective four-year public,Four-year,OK,517.33331,14.062416,11.650084,1.6382834
3172,Oklahoma State University Institute Of Technology - Okmulgee,Public,Nonselective four-year public,Four-year,OK,551,17.298912,15.233892,2.6352975
3728,Old Dominion University,Public,Selective public,Four-year,VA,1549,8.4604912,28.022749,2.370862
2308,Olivet College,Private Non-profit,Selective private,Four-year,MI,140,12.720069,9.642004,1.2264696
1741,Olivet Nazarene University,Private Non-profit,Selective private,Four-year,IL,415.66666,6.5652752,18.554525,1.2181556
13005,Olympian Academy Of Cosmetology,Private For-profit,Less than two-year schools of any type,Less than Two-year,NM,105,24.415569,1.2229955,.29860133
3784,Olympic College,Public,Nonselective four-year public,Four-year,WA,979,8.9990158,10.132466,.9118222
2875,Onondaga Community College,Public,Two-year (public and private not-for-profit),Two-year,NY,1512.3334,11.109529,8.263876,.91807759
3985,Oral Roberts University,Private Non-profit,Selective private,Four-year,OK,615.66669,9.452364,15.178795,1.4347551
2876,Orange County Community College,Public,Two-year (public and private not-for-profit),Two-year,NY,1110,9.4203339,17.051229,1.6062828
25132,Orange Technical Education Centers - Orlando Technical,Public,Two-year (public and private not-for-profit),Two-year,FL,172.33333,24.62009,6.1993213,1.5262785
6815,Orangeburg - Calhoun Technical College,Public,Two-year (public and private not-for-profit),Two-year,SC,410.33334,33.353142,4.2138081,1.4054374
3211,Oregon Institute Of Technology,Public,Selective public,Four-year,OR,312.66666,9.7608461,36.084667,3.5221689
3210,Oregon State University,Public,Selective public,Four-year,OR,2520.6667,5.0318747,32.703476,1.6455978
21830,Orleans Technical Institute,Private Non-profit,Two-year (public and private not-for-profit),Two-year,PA,78.5,25.281816,6.3501148,1.6054245
1362,Otero Junior College,Public,Two-year (public and private not-for-profit),Two-year,CO,231.33333,21.225586,6.1893058,1.3137165
1251,Otis College Of Art & Design,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,CA,124,10.674747,39.971699,4.2668777
