super_opeid,name,type,tier,iclevel,state,parq,success_by_q,percent
3239,Bucks County Community College,Public,Two-year (public and private not-for-profit),Two-year,PA,1,18.494272,6.5730004
3239,Bucks County Community College,Public,Two-year (public and private not-for-profit),Two-year,PA,2,18.457716,11.953618
3239,Bucks County Community College,Public,Two-year (public and private not-for-profit),Two-year,PA,3,21.155819,20.696148
3239,Bucks County Community College,Public,Two-year (public and private not-for-profit),Two-year,PA,4,22.275887,29.752886
3239,Bucks County Community College,Public,Two-year (public and private not-for-profit),Two-year,PA,5,25.143015,31.02434
1847,Buena Vista University,Private Non-profit,Selective private,Four-year,IA,1,28.200077,5.8302684
1847,Buena Vista University,Private Non-profit,Selective private,Four-year,IA,2,25.538046,18.671242
1847,Buena Vista University,Private Non-profit,Selective private,Four-year,IA,3,31.662157,29.473469
1847,Buena Vista University,Private Non-profit,Selective private,Four-year,IA,4,36.281891,29.223457
1847,Buena Vista University,Private Non-profit,Selective private,Four-year,IA,5,38.300861,16.801567
11210,Bunker Hill Community College,Public,Two-year (public and private not-for-profit),Two-year,MA,1,10.817116,19.770063
11210,Bunker Hill Community College,Public,Two-year (public and private not-for-profit),Two-year,MA,2,14.957939,27.077412
11210,Bunker Hill Community College,Public,Two-year (public and private not-for-profit),Two-year,MA,3,15.145762,21.679874
11210,Bunker Hill Community College,Public,Two-year (public and private not-for-profit),Two-year,MA,4,23.688318,19.054422
11210,Bunker Hill Community College,Public,Two-year (public and private not-for-profit),Two-year,MA,5,26.990171,12.418227
7730,Burlington County College - Pemberton Campus,Public,Two-year (public and private not-for-profit),Two-year,NJ,1,20.560368,7.8882174
7730,Burlington County College - Pemberton Campus,Public,Two-year (public and private not-for-profit),Two-year,NJ,2,19.163721,14.797412
7730,Burlington County College - Pemberton Campus,Public,Two-year (public and private not-for-profit),Two-year,NJ,3,19.529427,19.49094
7730,Burlington County College - Pemberton Campus,Public,Two-year (public and private not-for-profit),Two-year,NJ,4,23.230991,29.541731
7730,Burlington County College - Pemberton Campus,Public,Two-year (public and private not-for-profit),Two-year,NJ,5,24.894249,28.281689
3240,"Butler County Community College of Butler, PA",Public,Two-year (public and private not-for-profit),Two-year,PA,1,7.4870362,12.039075
3240,"Butler County Community College of Butler, PA",Public,Two-year (public and private not-for-profit),Two-year,PA,2,14.517869,15.562717
3240,"Butler County Community College of Butler, PA",Public,Two-year (public and private not-for-profit),Two-year,PA,3,14.980024,29.879288
3240,"Butler County Community College of Butler, PA",Public,Two-year (public and private not-for-profit),Two-year,PA,4,17.940729,29.383909
3240,"Butler County Community College of Butler, PA",Public,Two-year (public and private not-for-profit),Two-year,PA,5,22.221848,13.135009
1906,"Butler County Community College of El Dorado, KS",Public,Two-year (public and private not-for-profit),Two-year,KS,1,8.4116297,10.150753
1906,"Butler County Community College of El Dorado, KS",Public,Two-year (public and private not-for-profit),Two-year,KS,2,12.355824,15.114156
1906,"Butler County Community College of El Dorado, KS",Public,Two-year (public and private not-for-profit),Two-year,KS,3,13.03757,23.051855
1906,"Butler County Community College of El Dorado, KS",Public,Two-year (public and private not-for-profit),Two-year,KS,4,16.118393,32.282242
1906,"Butler County Community College of El Dorado, KS",Public,Two-year (public and private not-for-profit),Two-year,KS,5,20.225159,19.40099
1788,Butler University,Private Non-profit,Selective private,Four-year,IN,1,47.678165,2.1009655
1788,Butler University,Private Non-profit,Selective private,Four-year,IN,2,42.709892,5.5650353
1788,Butler University,Private Non-profit,Selective private,Four-year,IN,3,49.890152,12.210855
1788,Butler University,Private Non-profit,Selective private,Four-year,IN,4,47.695343,24.108992
1788,Butler University,Private Non-profit,Selective private,Four-year,IN,5,51.714825,56.014149
8073,Butte College,Public,Two-year (public and private not-for-profit),Two-year,CA,1,12.189632,16.059484
8073,Butte College,Public,Two-year (public and private not-for-profit),Two-year,CA,2,15.498325,19.163401
8073,Butte College,Public,Two-year (public and private not-for-profit),Two-year,CA,3,18.804289,21.92651
8073,Butte College,Public,Two-year (public and private not-for-profit),Two-year,CA,4,22.488985,23.241371
8073,Butte College,Public,Two-year (public and private not-for-profit),Two-year,CA,5,28.999277,19.609243
7273,CUNY Bernard M. Baruch College,Public,Selective public,Four-year,NY,1,46.824234,27.632242
7273,CUNY Bernard M. Baruch College,Public,Selective public,Four-year,NY,2,51.935532,24.708675
7273,CUNY Bernard M. Baruch College,Public,Selective public,Four-year,NY,3,50.4879,18.114506
7273,CUNY Bernard M. Baruch College,Public,Selective public,Four-year,NY,4,55.963795,15.844415
7273,CUNY Bernard M. Baruch College,Public,Selective public,Four-year,NY,5,61.249321,13.700163
2691,CUNY Borough Of Manhattan Community College,Public,Two-year (public and private not-for-profit),Two-year,NY,1,17.514887,35.075352
2691,CUNY Borough Of Manhattan Community College,Public,Two-year (public and private not-for-profit),Two-year,NY,2,19.881311,30.528826
2691,CUNY Borough Of Manhattan Community College,Public,Two-year (public and private not-for-profit),Two-year,NY,3,22.014431,19.741879
2691,CUNY Borough Of Manhattan Community College,Public,Two-year (public and private not-for-profit),Two-year,NY,4,19.840708,8.8356953
2691,CUNY Borough Of Manhattan Community College,Public,Two-year (public and private not-for-profit),Two-year,NY,5,23.495359,5.8182535
2692,CUNY Bronx Community College,Public,Two-year (public and private not-for-profit),Two-year,NY,1,14.355651,40.972702
2692,CUNY Bronx Community College,Public,Two-year (public and private not-for-profit),Two-year,NY,2,14.282835,29.984669
2692,CUNY Bronx Community College,Public,Two-year (public and private not-for-profit),Two-year,NY,3,14.915349,17.144136
2692,CUNY Bronx Community College,Public,Two-year (public and private not-for-profit),Two-year,NY,4,16.764427,8.6420803
2692,CUNY Bronx Community College,Public,Two-year (public and private not-for-profit),Two-year,NY,5,11.427459,3.2563992
2687,CUNY Brooklyn College,Public,Selective public,Four-year,NY,1,34.696301,23.247004
2687,CUNY Brooklyn College,Public,Selective public,Four-year,NY,2,35.195526,22.285133
2687,CUNY Brooklyn College,Public,Selective public,Four-year,NY,3,37.398865,17.759398
2687,CUNY Brooklyn College,Public,Selective public,Four-year,NY,4,43.84211,16.867424
2687,CUNY Brooklyn College,Public,Selective public,Four-year,NY,5,48.847504,19.841042
2689,CUNY Hunter College,Public,Selective public,Four-year,NY,1,35.636646,21.163614
2689,CUNY Hunter College,Public,Selective public,Four-year,NY,2,36.166161,24.94717
2689,CUNY Hunter College,Public,Selective public,Four-year,NY,3,38.411541,20.037729
2689,CUNY Hunter College,Public,Selective public,Four-year,NY,4,37.102547,16.305597
2689,CUNY Hunter College,Public,Selective public,Four-year,NY,5,37.281837,17.545889
2693,CUNY John Jay College Of Criminal Justice,Public,Selective public,Four-year,NY,1,35.684139,27.158951
2693,CUNY John Jay College Of Criminal Justice,Public,Selective public,Four-year,NY,2,31.87962,27.249771
2693,CUNY John Jay College Of Criminal Justice,Public,Selective public,Four-year,NY,3,39.41,19.947815
2693,CUNY John Jay College Of Criminal Justice,Public,Selective public,Four-year,NY,4,41.11657,14.038803
2693,CUNY John Jay College Of Criminal Justice,Public,Selective public,Four-year,NY,5,50.34433,11.60467
10051,CUNY Laguardia Community College,Public,Two-year (public and private not-for-profit),Two-year,NY,1,16.46369,36.779636
10051,CUNY Laguardia Community College,Public,Two-year (public and private not-for-profit),Two-year,NY,2,18.968065,29.095787
10051,CUNY Laguardia Community College,Public,Two-year (public and private not-for-profit),Two-year,NY,3,19.816429,19.897839
10051,CUNY Laguardia Community College,Public,Two-year (public and private not-for-profit),Two-year,NY,4,21.003744,10.014469
10051,CUNY Laguardia Community College,Public,Two-year (public and private not-for-profit),Two-year,NY,5,17.751154,4.212266
7022,CUNY Lehman College,Public,Selective public,Four-year,NY,1,27.882967,36.707489
7022,CUNY Lehman College,Public,Selective public,Four-year,NY,2,28.884087,27.843254
7022,CUNY Lehman College,Public,Selective public,Four-year,NY,3,34.204178,18.080103
7022,CUNY Lehman College,Public,Selective public,Four-year,NY,4,28.416798,10.446915
7022,CUNY Lehman College,Public,Selective public,Four-year,NY,5,30.798691,6.9222383
10097,CUNY Medgar Evers College,Public,Selective public,Four-year,NY,1,16.55872,30.484688
10097,CUNY Medgar Evers College,Public,Selective public,Four-year,NY,2,17.258818,35.112644
10097,CUNY Medgar Evers College,Public,Selective public,Four-year,NY,3,16.85183,19.71558
10097,CUNY Medgar Evers College,Public,Selective public,Four-year,NY,4,19.219843,10.433247
10097,CUNY Medgar Evers College,Public,Selective public,Four-year,NY,5,20.995001,4.2538428
2690,CUNY Queens College,Public,Selective public,Four-year,NY,1,35.4384,20.142742
2690,CUNY Queens College,Public,Selective public,Four-year,NY,2,40.99435,19.686171
2690,CUNY Queens College,Public,Selective public,Four-year,NY,3,41.839729,15.385201
2690,CUNY Queens College,Public,Selective public,Four-year,NY,4,43.986118,19.396383
2690,CUNY Queens College,Public,Selective public,Four-year,NY,5,48.900051,25.389492
4759,CUNY York College,Public,Selective public,Four-year,NY,1,22.242035,30.660444
4759,CUNY York College,Public,Selective public,Four-year,NY,2,20.480856,31.305576
4759,CUNY York College,Public,Selective public,Four-year,NY,3,24.367868,21.146952
4759,CUNY York College,Public,Selective public,Four-year,NY,4,21.818842,10.849758
4759,CUNY York College,Public,Selective public,Four-year,NY,5,32.282604,6.0372801
8611,"CUNY, Hostos Community College",Public,Two-year (public and private not-for-profit),Two-year,NY,1,14.185498,45.826004
8611,"CUNY, Hostos Community College",Public,Two-year (public and private not-for-profit),Two-year,NY,2,16.607462,30.691656
8611,"CUNY, Hostos Community College",Public,Two-year (public and private not-for-profit),Two-year,NY,3,14.280335,15.065864
8611,"CUNY, Hostos Community College",Public,Two-year (public and private not-for-profit),Two-year,NY,4,21.976135,6.5011473
8611,"CUNY, Hostos Community College",Public,Two-year (public and private not-for-profit),Two-year,NY,5,0,1.9153386
1124,Cabrillo College,Public,Two-year (public and private not-for-profit),Two-year,CA,1,12.321245,14.195026
1124,Cabrillo College,Public,Two-year (public and private not-for-profit),Two-year,CA,2,16.841772,18.66016
1124,Cabrillo College,Public,Two-year (public and private not-for-profit),Two-year,CA,3,18.334509,19.420433
1124,Cabrillo College,Public,Two-year (public and private not-for-profit),Two-year,CA,4,22.641472,20.257414
1124,Cabrillo College,Public,Two-year (public and private not-for-profit),Two-year,CA,5,24.143305,27.466976
3241,Cabrini College,Private Non-profit,Selective private,Four-year,PA,1,23.999109,5.5950222
3241,Cabrini College,Private Non-profit,Selective private,Four-year,PA,2,29.30587,9.650197
3241,Cabrini College,Private Non-profit,Selective private,Four-year,PA,3,38.622192,17.948072
3241,Cabrini College,Private Non-profit,Selective private,Four-year,PA,4,43.45686,24.927711
3241,Cabrini College,Private Non-profit,Selective private,Four-year,PA,5,37.154385,41.879005
3351,Cairn University,Private Non-profit,Selective private,Four-year,PA,1,10.098865,6.9714842
3351,Cairn University,Private Non-profit,Selective private,Four-year,PA,2,14.623587,14.549102
3351,Cairn University,Private Non-profit,Selective private,Four-year,PA,3,15.271686,23.258587
3351,Cairn University,Private Non-profit,Selective private,Four-year,PA,4,14.347866,30.953327
3351,Cairn University,Private Non-profit,Selective private,Four-year,PA,5,19.013863,24.267513
2598,Caldwell College,Private Non-profit,Selective private,Four-year,NJ,1,34.991135,7.1806011
2598,Caldwell College,Private Non-profit,Selective private,Four-year,NJ,2,39.204346,15.266198
2598,Caldwell College,Private Non-profit,Selective private,Four-year,NJ,3,35.131828,19.942566
2598,Caldwell College,Private Non-profit,Selective private,Four-year,NJ,4,33.402416,25.528637
2598,Caldwell College,Private Non-profit,Selective private,Four-year,NJ,5,34.474339,32.082001
4835,Caldwell Community College & Technical Institute,Public,Two-year (public and private not-for-profit),Two-year,NC,1,6.7721753,13.48293
4835,Caldwell Community College & Technical Institute,Public,Two-year (public and private not-for-profit),Two-year,NC,2,7.3982201,22.419638
4835,Caldwell Community College & Technical Institute,Public,Two-year (public and private not-for-profit),Two-year,NC,3,10.102654,24.882818
4835,Caldwell Community College & Technical Institute,Public,Two-year (public and private not-for-profit),Two-year,NC,4,11.119179,23.080027
4835,Caldwell Community College & Technical Institute,Public,Two-year (public and private not-for-profit),Two-year,NC,5,13.706782,16.134588
1013,Calhoun Community College,Public,Two-year (public and private not-for-profit),Two-year,AL,1,11.319712,12.812673
1013,Calhoun Community College,Public,Two-year (public and private not-for-profit),Two-year,AL,2,10.877942,16.891205
1013,Calhoun Community College,Public,Two-year (public and private not-for-profit),Two-year,AL,3,13.403392,21.089436
1013,Calhoun Community College,Public,Two-year (public and private not-for-profit),Two-year,AL,4,16.386938,27.55135
1013,Calhoun Community College,Public,Two-year (public and private not-for-profit),Two-year,AL,5,17.978798,21.655346
1125,California Baptist University,Private Non-profit,Selective private,Four-year,CA,1,30.910992,7.645586
1125,California Baptist University,Private Non-profit,Selective private,Four-year,CA,2,22.65094,11.190012
1125,California Baptist University,Private Non-profit,Selective private,Four-year,CA,3,29.023384,22.609356
1125,California Baptist University,Private Non-profit,Selective private,Four-year,CA,4,31.697794,31.907257
1125,California Baptist University,Private Non-profit,Selective private,Four-year,CA,5,28.41349,26.647781
1127,California College Of The Arts,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,CA,1,11.008562,7.7750893
1127,California College Of The Arts,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,CA,2,33.099808,11.223492
1127,California College Of The Arts,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,CA,3,21.798534,19.071911
1127,California College Of The Arts,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,CA,4,25.922302,20.9786
1127,California College Of The Arts,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,CA,5,23.119141,40.950912
22202,California Culinary Academy,Private For-profit,Two-year for-profit,Two-year,CA,1,13.457558,12.081306
22202,California Culinary Academy,Private For-profit,Two-year for-profit,Two-year,CA,2,11.206868,16.41795
22202,California Culinary Academy,Private For-profit,Two-year for-profit,Two-year,CA,3,17.548409,19.600943
22202,California Culinary Academy,Private For-profit,Two-year for-profit,Two-year,CA,4,17.671862,23.274744
22202,California Culinary Academy,Private For-profit,Two-year for-profit,Two-year,CA,5,23.554478,28.625065
1131,California Institute Of Technology,Private Non-profit,Other elite schools (public and private),Four-year,CA,1,66.062187,4.8102689
1131,California Institute Of Technology,Private Non-profit,Other elite schools (public and private),Four-year,CA,2,62.004345,8.1358337
1131,California Institute Of Technology,Private Non-profit,Other elite schools (public and private),Four-year,CA,3,61.805882,10.54583
1131,California Institute Of Technology,Private Non-profit,Other elite schools (public and private),Four-year,CA,4,67.797882,19.690256
1131,California Institute Of Technology,Private Non-profit,Other elite schools (public and private),Four-year,CA,5,68.068321,56.817818
1132,California Institute Of The Arts,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,CA,1,11.756861,8.0275688
1132,California Institute Of The Arts,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,CA,2,21.677658,11.305255
1132,California Institute Of The Arts,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,CA,3,12.470254,13.451971
1132,California Institute Of The Arts,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,CA,4,21.848839,18.637527
1132,California Institute Of The Arts,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,CA,5,33.206871,48.577679
1133,California Lutheran University,Private Non-profit,Selective private,Four-year,CA,1,38.238022,3.2132387
1133,California Lutheran University,Private Non-profit,Selective private,Four-year,CA,2,37.76799,9.5524054
1133,California Lutheran University,Private Non-profit,Selective private,Four-year,CA,3,40.312828,14.437614
1133,California Lutheran University,Private Non-profit,Selective private,Four-year,CA,4,43.294659,24.599569
1133,California Lutheran University,Private Non-profit,Selective private,Four-year,CA,5,47.05275,48.197174
1134,California Maritime Academy,Public,Selective public,Four-year,CA,1,84.974731,5.9269118
1134,California Maritime Academy,Public,Selective public,Four-year,CA,2,64.892593,7.2541685
1134,California Maritime Academy,Public,Selective public,Four-year,CA,3,57.672344,16.307125
1134,California Maritime Academy,Public,Selective public,Four-year,CA,4,70.251755,19.91287
1134,California Maritime Academy,Public,Selective public,Four-year,CA,5,76.732582,50.59893
1143,California Polytechnic State University,Public,Selective public,Four-year,CA,1,53.568726,4.1973853
1143,California Polytechnic State University,Public,Selective public,Four-year,CA,2,54.918472,6.7781868
1143,California Polytechnic State University,Public,Selective public,Four-year,CA,3,58.749401,11.182152
1143,California Polytechnic State University,Public,Selective public,Four-year,CA,4,55.781109,20.239483
1143,California Polytechnic State University,Public,Selective public,Four-year,CA,5,60.777676,57.602787
1144,"California State Polytechnic University, Pomona",Public,Selective public,Four-year,CA,1,45.770481,14.929721
1144,"California State Polytechnic University, Pomona",Public,Selective public,Four-year,CA,2,46.516632,15.408858
1144,"California State Polytechnic University, Pomona",Public,Selective public,Four-year,CA,3,47.774555,15.869318
1144,"California State Polytechnic University, Pomona",Public,Selective public,Four-year,CA,4,50.528919,20.94191
1144,"California State Polytechnic University, Pomona",Public,Selective public,Four-year,CA,5,52.675266,32.850197
1150,California State University - Sacramento,Public,Selective public,Four-year,CA,1,31.888157,10.452874
1150,California State University - Sacramento,Public,Selective public,Four-year,CA,2,33.91893,13.30055
1150,California State University - Sacramento,Public,Selective public,Four-year,CA,3,38.685452,16.694038
1150,California State University - Sacramento,Public,Selective public,Four-year,CA,4,40.558998,23.666092
1150,California State University - Sacramento,Public,Selective public,Four-year,CA,5,44.023479,35.886444
39803,California State University Channel Islands,Public,Nonselective four-year public,Four-year,CA,1,31.521225,5.0687542
39803,California State University Channel Islands,Public,Nonselective four-year public,Four-year,CA,2,7.890542,10.041627
39803,California State University Channel Islands,Public,Nonselective four-year public,Four-year,CA,3,33.150688,18.059498
39803,California State University Channel Islands,Public,Nonselective four-year public,Four-year,CA,4,47.083839,22.004601
39803,California State University Channel Islands,Public,Nonselective four-year public,Four-year,CA,5,30.728477,44.82552
7993,"California State University, Bakersfield",Public,Selective public,Four-year,CA,1,32.759682,14.064996
7993,"California State University, Bakersfield",Public,Selective public,Four-year,CA,2,34.757118,20.160217
7993,"California State University, Bakersfield",Public,Selective public,Four-year,CA,3,35.356991,18.462351
7993,"California State University, Bakersfield",Public,Selective public,Four-year,CA,4,43.77681,20.544296
7993,"California State University, Bakersfield",Public,Selective public,Four-year,CA,5,43.144367,26.768135
1146,"California State University, Chico",Public,Selective public,Four-year,CA,1,32.180683,6.0856566
1146,"California State University, Chico",Public,Selective public,Four-year,CA,2,31.076384,8.8589859
1146,"California State University, Chico",Public,Selective public,Four-year,CA,3,37.492352,13.079704
1146,"California State University, Chico",Public,Selective public,Four-year,CA,4,39.137802,21.31497
1146,"California State University, Chico",Public,Selective public,Four-year,CA,5,48.931374,50.660683
1141,"California State University, Dominguez Hills",Public,Selective public,Four-year,CA,1,21.281729,26.318241
1141,"California State University, Dominguez Hills",Public,Selective public,Four-year,CA,2,27.93606,24.385838
1141,"California State University, Dominguez Hills",Public,Selective public,Four-year,CA,3,32.707539,22.733229
1141,"California State University, Dominguez Hills",Public,Selective public,Four-year,CA,4,31.2351,14.938217
1141,"California State University, Dominguez Hills",Public,Selective public,Four-year,CA,5,36.447926,11.624474
1138,"California State University, East Bay",Public,Selective public,Four-year,CA,1,43.979919,9.8883429
1138,"California State University, East Bay",Public,Selective public,Four-year,CA,2,39.511593,13.321358
1138,"California State University, East Bay",Public,Selective public,Four-year,CA,3,38.617752,18.099461
1138,"California State University, East Bay",Public,Selective public,Four-year,CA,4,45.363335,23.088064
1138,"California State University, East Bay",Public,Selective public,Four-year,CA,5,49.558014,35.602768
1147,"California State University, Fresno",Public,Selective public,Four-year,CA,1,26.240528,15.951231
1147,"California State University, Fresno",Public,Selective public,Four-year,CA,2,31.196642,17.229286
1147,"California State University, Fresno",Public,Selective public,Four-year,CA,3,35.571365,17.508301
1147,"California State University, Fresno",Public,Selective public,Four-year,CA,4,37.49419,20.834341
1147,"California State University, Fresno",Public,Selective public,Four-year,CA,5,43.066643,28.476852
1137,"California State University, Fullerton",Public,Selective public,Four-year,CA,1,39.610577,12.116246
1137,"California State University, Fullerton",Public,Selective public,Four-year,CA,2,37.085148,14.821916
1137,"California State University, Fullerton",Public,Selective public,Four-year,CA,3,38.22472,16.592384
1137,"California State University, Fullerton",Public,Selective public,Four-year,CA,4,38.85437,21.681046
1137,"California State University, Fullerton",Public,Selective public,Four-year,CA,5,43.865292,34.78841
1139,"California State University, Long Beach",Public,Selective public,Four-year,CA,1,38.175957,11.606012
1139,"California State University, Long Beach",Public,Selective public,Four-year,CA,2,37.986553,14.865015
1139,"California State University, Long Beach",Public,Selective public,Four-year,CA,3,38.214417,16.266367
1139,"California State University, Long Beach",Public,Selective public,Four-year,CA,4,42.038078,20.915567
1139,"California State University, Long Beach",Public,Selective public,Four-year,CA,5,44.981525,36.347038
1140,"California State University, Los Angeles",Public,Selective public,Four-year,CA,1,29.949804,33.116928
1140,"California State University, Los Angeles",Public,Selective public,Four-year,CA,2,32.129383,26.438553
1140,"California State University, Los Angeles",Public,Selective public,Four-year,CA,3,31.647926,18.986
1140,"California State University, Los Angeles",Public,Selective public,Four-year,CA,4,38.001499,11.652576
1140,"California State University, Los Angeles",Public,Selective public,Four-year,CA,5,39.064808,9.8059521
32603,"California State University, Monterey Bay",Public,Selective public,Four-year,CA,1,32.266464,10.497926
32603,"California State University, Monterey Bay",Public,Selective public,Four-year,CA,2,26.419998,13.239628
32603,"California State University, Monterey Bay",Public,Selective public,Four-year,CA,3,25.751709,15.644029
32603,"California State University, Monterey Bay",Public,Selective public,Four-year,CA,4,29.467911,20.8484
32603,"California State University, Monterey Bay",Public,Selective public,Four-year,CA,5,35.22855,39.770016
1153,"California State University, Northridge",Public,Selective public,Four-year,CA,1,31.953251,19.794104
1153,"California State University, Northridge",Public,Selective public,Four-year,CA,2,32.659885,19.629784
1153,"California State University, Northridge",Public,Selective public,Four-year,CA,3,34.57748,18.537886
1153,"California State University, Northridge",Public,Selective public,Four-year,CA,4,40.45499,18.028662
1153,"California State University, Northridge",Public,Selective public,Four-year,CA,5,41.323215,24.009569
1142,"California State University, San Bernardino",Public,Selective public,Four-year,CA,1,31.198097,14.09772
1142,"California State University, San Bernardino",Public,Selective public,Four-year,CA,2,26.977539,18.307646
1142,"California State University, San Bernardino",Public,Selective public,Four-year,CA,3,32.217457,19.846117
1142,"California State University, San Bernardino",Public,Selective public,Four-year,CA,4,36.287315,23.630543
1142,"California State University, San Bernardino",Public,Selective public,Four-year,CA,5,42.73827,24.117964
30113,"California State University, San Marcos",Public,Selective public,Four-year,CA,1,23.293791,9.0011168
30113,"California State University, San Marcos",Public,Selective public,Four-year,CA,2,33.178822,13.894205
30113,"California State University, San Marcos",Public,Selective public,Four-year,CA,3,37.81987,15.453355
30113,"California State University, San Marcos",Public,Selective public,Four-year,CA,4,39.461098,22.530756
30113,"California State University, San Marcos",Public,Selective public,Four-year,CA,5,37.657246,39.12056
1157,"California State University, Stanislaus",Public,Selective public,Four-year,CA,1,28.87542,13.350468
1157,"California State University, Stanislaus",Public,Selective public,Four-year,CA,2,33.430721,17.355492
1157,"California State University, Stanislaus",Public,Selective public,Four-year,CA,3,31.762945,19.659412
1157,"California State University, Stanislaus",Public,Selective public,Four-year,CA,4,33.519089,25.122408
1157,"California State University, Stanislaus",Public,Selective public,Four-year,CA,5,38.565083,24.512222
3316,California University Of Pennsylvania,Public,Selective public,Four-year,PA,1,16.576563,9.0004377
3316,California University Of Pennsylvania,Public,Selective public,Four-year,PA,2,18.387995,13.768845
3316,California University Of Pennsylvania,Public,Selective public,Four-year,PA,3,18.409739,27.055866
3316,California University Of Pennsylvania,Public,Selective public,Four-year,PA,4,24.741407,30.174028
3316,California University Of Pennsylvania,Public,Selective public,Four-year,PA,5,28.629845,20.000822
2241,Calvin College,Private Non-profit,Selective private,Four-year,MI,1,31.806883,3.0876393
2241,Calvin College,Private Non-profit,Selective private,Four-year,MI,2,24.465561,5.6796632
2241,Calvin College,Private Non-profit,Selective private,Four-year,MI,3,32.105473,13.232778
2241,Calvin College,Private Non-profit,Selective private,Four-year,MI,4,33.172245,27.631983
2241,Calvin College,Private Non-profit,Selective private,Four-year,MI,5,38.462372,50.367947
4889,Cambria Rowe Business College,Private For-profit,Two-year for-profit,Two-year,PA,1,2.5070961,21.967047
4889,Cambria Rowe Business College,Private For-profit,Two-year for-profit,Two-year,PA,2,4.1202021,24.170074
4889,Cambria Rowe Business College,Private For-profit,Two-year for-profit,Two-year,PA,3,5.2794933,33.323734
4889,Cambria Rowe Business College,Private For-profit,Two-year for-profit,Two-year,PA,4,11.056855,17.559072
4889,Cambria Rowe Business College,Private For-profit,Two-year for-profit,Two-year,PA,5,0,2.9800794
6865,Camden County College,Public,Two-year (public and private not-for-profit),Two-year,NJ,1,12.835206,12.293932
6865,Camden County College,Public,Two-year (public and private not-for-profit),Two-year,NJ,2,15.525645,16.760525
6865,Camden County College,Public,Two-year (public and private not-for-profit),Two-year,NJ,3,18.951773,20.167278
6865,Camden County College,Public,Two-year (public and private not-for-profit),Two-year,NJ,4,22.94248,27.353388
6865,Camden County College,Public,Two-year (public and private not-for-profit),Two-year,NJ,5,26.705587,23.424873
3150,Cameron University,Public,Selective public,Four-year,OK,1,17.229517,17.239676
3150,Cameron University,Public,Selective public,Four-year,OK,2,18.411005,20.947668
3150,Cameron University,Public,Selective public,Four-year,OK,3,19.858889,26.29121
3150,Cameron University,Public,Selective public,Four-year,OK,4,20.212343,24.470421
3150,Cameron University,Public,Selective public,Four-year,OK,5,33.081284,11.05102
2913,Campbell University,Private Non-profit,Selective private,Four-year,NC,1,26.630831,11.58799
2913,Campbell University,Private Non-profit,Selective private,Four-year,NC,2,25.872505,18.077744
2913,Campbell University,Private Non-profit,Selective private,Four-year,NC,3,27.505356,23.103024
2913,Campbell University,Private Non-profit,Selective private,Four-year,NC,4,35.689018,24.951645
2913,Campbell University,Private Non-profit,Selective private,Four-year,NC,5,37.948811,22.2796
1959,Campbellsville University,Private Non-profit,Selective private,Four-year,KY,1,14.92499,11.893585
1959,Campbellsville University,Private Non-profit,Selective private,Four-year,KY,2,12.227777,16.507996
1959,Campbellsville University,Private Non-profit,Selective private,Four-year,KY,3,12.383754,24.76012
1959,Campbellsville University,Private Non-profit,Selective private,Four-year,KY,4,13.754717,27.323986
1959,Campbellsville University,Private Non-profit,Selective private,Four-year,KY,5,19.350178,19.514332
2681,Canisius College,Private Non-profit,Selective private,Four-year,NY,1,33.110138,7.1293144
2681,Canisius College,Private Non-profit,Selective private,Four-year,NY,2,39.026333,10.507509
2681,Canisius College,Private Non-profit,Selective private,Four-year,NY,3,37.132523,16.68004
2681,Canisius College,Private Non-profit,Selective private,Four-year,NY,4,41.331161,28.605043
2681,Canisius College,Private Non-profit,Selective private,Four-year,NY,5,45.20409,37.078102
2168,Cape Cod Community College,Public,Two-year (public and private not-for-profit),Two-year,MA,1,16.408426,12.728192
2168,Cape Cod Community College,Public,Two-year (public and private not-for-profit),Two-year,MA,2,12.642893,17.531303
2168,Cape Cod Community College,Public,Two-year (public and private not-for-profit),Two-year,MA,3,12.538111,23.559141
2168,Cape Cod Community College,Public,Two-year (public and private not-for-profit),Two-year,MA,4,17.303207,24.986227
2168,Cape Cod Community College,Public,Two-year (public and private not-for-profit),Two-year,MA,5,21.771513,21.195137
5320,Cape Fear Community College,Public,Two-year (public and private not-for-profit),Two-year,NC,1,8.1613007,14.731147
5320,Cape Fear Community College,Public,Two-year (public and private not-for-profit),Two-year,NC,2,10.019686,16.736748
5320,Cape Fear Community College,Public,Two-year (public and private not-for-profit),Two-year,NC,3,11.113627,20.66783
5320,Cape Fear Community College,Public,Two-year (public and private not-for-profit),Two-year,NC,4,14.086793,23.247904
5320,Cape Fear Community College,Public,Two-year (public and private not-for-profit),Two-year,NC,5,15.460962,24.616371
5488,Capital Area Technical College,Public,Two-year (public and private not-for-profit),Two-year,LA,1,12.203152,28.281466
